"Description: ","Annual percentage of days when TX > 90th percentile"
"Station: ","Vercelli_94_24"
"Latitude: ","0"
"Longitude: ","0"
"Climpact_version: ","3.3"
"Date_of_calculation: ","2025-06-20"
time, tx90p, standardised values (using all years)
1994, 6.3013698630137, -0.813186564938238
1995, 5.31311154598826, -1.01281747371961
1996, 3.50312256049961, -1.37844024646282
1997, 9.32103610675039, -0.203205645912922
1998, 7.05381875741987, -0.661189810634195
1999, -99.9, -99.9
2000, 6.89756671899529, -0.692753153833297
2001, 8.7279843444227, -0.323003739415659
2002, 7.73972602739726, -0.522634648197032
2003, 17.9656669297553, 1.54303364956828
2004, 7.55381604696673, -0.560188977571746
2005, 6.57534246575342, -0.757843342701819
2006, 10.1565557729941, -0.0344283663257589
2007, 7.72994129158513, -0.524611191848332
2008, 5.18149882903981, -1.03940360594735
2009, 10.6751467710372, 0.0703284471931891
2010, 4.63796477495108, -1.14919898565936
2011, 17.8962818003914, 1.52901766185312
2012, 19.0085870413739, 1.75370639178759
2013, 8.91389432485323, -0.285449410040945
2014, 11.8688845401174, 0.31146677265187
2015, 21.614481409002, 2.28010424934741
2016, 12.1096799375488, 0.360108107808339
2017, 17.7397260273973, 1.49739296343232
2018, 11.6536203522505, 0.26798281232326
2019, 10.6457925636008, 0.0643988162392868
2020, 7.49414519906323, -0.572242653609187
2021, 4.59882583170254, -1.15710516026457
2022, 16.8688845401174, 1.32148057846654
2023, -99.9, -99.9
2024, 13.7362637362637, 0.688682526411644
